Sr.No,Hospital Name,Address,City,State,Pin Code
1609,S.K. Hospital - Erode,"4, Poosari Chennimalai Street, E.V.N Road, Erode",Erode,Tamil Nadu,638009
1610,"NEURO ONE HOSPITAL (U/O
Trivikrama Medical Serv.)","55/1 Near Chathiram Bus Stand, Karur Bye Pass Road, Trichirappalli",Trichy,Tamil Nadu,620002
1611,Jaaidev Hospital (P) Ltd.,"7Th Mile, Chinna Goundapuram, Opposite Mahendra Engg College,Minnampalli Village",Salem,Tamil Nadu,636106
1612,Aroma Hospital - Madurai,"No. 165 - A/2, Alagar Kovil Main Road, Iti Bus Stop",Madurai,Tamil Nadu,625007
1613,VELAVAN HOSPITAL - TIRUCHENGODE,"76/1 , S.S.K. Complex ,Municipality School Opp , Namakkal",Tiruchengode,Tamil Nadu,637211
1614,SRI NE MEDICAL FOUNDATION,"No.53, M.M.Avenue, Main Road, Behind Akg Mahal",Kancheepuram,Tamil Nadu,631501
1615,SUGAN SUGAA MEDICAL CENTRE,"6/1 Thiruneelakandar Street Periyayee Palayam Road, Thirumurugan Kovil,",Tirupur,Tamil Nadu,641652
1616,VIHAA MULTI SPECIALITY HOSPITAL,"No 5 E Block 3 Avenue, Annanagar East,",Chennai,Tamil Nadu,600102
1617,Kauvery Hospital Medical Services Pvt. Ltd.- Hosur,"No.35, Shanthi Nagar, Denkainikottai Road, Opp. To Csi Church, Hosur",Hosur,Tamil Nadu,635109
1618,Peacock Hospitals Private Limited,"No. 5, Arakanam Road, Opp V K C Mahal,",Tiruttani,Tamil Nadu,631209
1619,Noble Hospital-Chennai,"No: 4, Audiappa Street, Purasawalkam",Chennai,Tamil Nadu,600084
1620,SHANMUGAM MULTISPECIALITY HOSPITAL,"139 East Mada Church Street, Royapuram",Chennai,Tamil Nadu,600013
1621,New Life Hospitals,"Block No 4, Pc7, Bharathi Salai, Mogappair, Nolambur",Chennai,Tamil Nadu,600037
1622,"UNNAMALAI AMMAL MULTI SPECIALTY HOSPITAL AND
RESEA","2/307, Main Road, Kadamalaikundu,",Theni,Tamil Nadu,625579
1623,"THE EYE FOUNDATION -
Coimbatore","582 - A.D.B. Road, R.S Puram Coimbatore",Coimbatore,Tamil Nadu,641002
1624,Velammal Medical College Hospital & RI,"Velammal Vilage, Madurai Tuticorin Ring Road, Near Chinthamani Tollgate,Anuppanadi",Madurai,Tamil Nadu,625009
1625,KG Multispeciality Hospital And Research Centre,"No.3048, 3049, 2Nd Street, Voc Nagar",Thanjavur,Tamil Nadu,613007
1626,"ARAVIND EYE HOSPITAL-
Chennai","No. 10, Poonamallee High Road, Noombal Icon, Goparasanallur",Chennai,Tamil Nadu,600077
1627,STAR KIMS HOSPITAL ( A UNIT OF STEMCELL TRANSPLANT,"No-D6, 6 Cross West Extn, Thilai Nagar,",Trichy,Tamil Nadu,620018
1628,MEDWAY HOSPITAL - KUMBAKONAM,"#142-B Shri Balasubramaniyan Nagar Pillayampettai, Ammachathiram Thiruvidaimarudhur",Kumbakonam,Tamil Nadu,612103
1629,HARSHITHA HOSPITALs PVT LTD,"R-5.128/1A,B,C 129/3B Aruppukottai Main Road, Avaniya Puram,",Madurai,Tamil Nadu,625012
1630,Kauvery Hospital - Salem,"9/50, Trichy Main Road, Opp To Iob, Seelanaikanpatty",Salem,Tamil Nadu,636201
1631,"Bharathi Hospital, Madurai","No. 115 Alagar Kovil Road, K. Pudur (Near Pudur Bus Stand)",Madurai,Tamil Nadu,625007
1632,Muthu Meenakshi Hospital,"No.5542,South 4Th Street, Near Anna Statue",Pudukkottai,Tamil Nadu,622001
1633,MMRV Hospital,"No.5/Pc 2, Bharathi Salai, Mogappair West., Near Mogappair West Bus Depot And Opp To Mosque",Chennai,Tamil Nadu,600037
1634,Sri Balaji Hospital - Erode,"423/1, Burgur Road, Anthiyur",Erode,Tamil Nadu,638501
1635,CSI Bellpins Indrani Chelladurai Mission Hospital,"200E/7, Tiruchendur Road Near Court, Palayankottai",Tirunelveli,Tamil Nadu,627002
1636,Dr. Agarwals Eye Hospital Ltd,"G.K.S. Complex, Door No.30/1, Ward No.6, Melur Road, K.K. Nagar",Madurai,Tamil Nadu,625020
1637,Dr. Rela Institute & Medical Centre,"No 7 Clc Works Road Nagappa Nagar, Chromepet, Kanchipuram",Chennai,Tamil Nadu,600044
1638,RPS Hospital Pvt. Ltd.,"No. 65/2 Water Canal Road, Korattur North,",Chennai,Tamil Nadu,600076
1639,SIMS SRM Institutes For Medical Science - Chennai,"No.21, Dr. Thirumoorthy Nagar Mn. Rd, Nungambakkam, Chennai",Chennai,Tamil Nadu,600034
1640,Chennai Urology & Robotics Institute,"148,Okkiyam Thoraipakkam, Omr,",Chennai,Tamil Nadu,600096
1641,GEM Hosital And Research Centre Pvt. Ltd.,"228/2A2, Mgr Road, Salai Perungudi",Chennai,Tamil Nadu,600096
1642,MGM Healthcare Pvt. Ltd.,"72, Nelson Manickam Road, Aminjikarai",Chennai,Tamil Nadu,600029
1643,Sai Fertility Centre & Hospital,"New No.43, Old No.21.Devarajanar St ., Vedachalam Nagar, Chengalpattu, Kanchipuram",Chenglepet,Tamil Nadu,603001
1644,Hycare Super Speciality Hospital,"37 & 38, Razack Garden Road, Mmda Colony",Chennai,Tamil Nadu,600106
1645,Velan Speciality Hospitals Pvt Ltd,"No. 1, Jail Curve, Highways Colony, Subramaniyapuram",Tiruchirappalli,Tamil Nadu,620020
1646,C-Dot Hospital,"2/1029,Perumbakkam Road, Perumbakkam",Chennai,Tamil Nadu,600100
1647,Sugam Hospital - Chennai,"107A, Gst Road, Zamin Pallavaram",Chennai,Tamil Nadu,600044
1648,Ravina Hospital,"No.99, Poonamalle High Road, Chennai",Chennai,Tamil Nadu,600095
1649,Umarani Hospital,"No: 1/136A, Annai Sathiya Nagar",Krishnagiri,Tamil Nadu,635001
1650,Sree Vijay Hospitals,"No.64/3B, East Coast Road",Pudukkottai,Tamil Nadu,614620
1651,Kannan Hospital - Thanjavur,"40, Mig, Marutham",Tanjore,Tamil Nadu,613005
1652,Amrish Oncology Services Pvt. Ltd,"Dr.G. Viswanathan, Mambalasalai",Tiruchirapalli,Tamil Nadu,620005
1653,Rathna Medical Center,"No: 9, Kumazan Nagar Vayalur Main Road",Trichy,Tamil Nadu,620017
1654,Dhinesh Nursing Home,Nh-234 Arani Road Bagayam Edaynsathu,Vellore,Tamil Nadu,632002
1655,"Eye Care Clinic & Nursing Home
– Vellore","No 8, Sama Nagar, Tirupattur",Vellore,Tamil Nadu,635601
1656,I Med Super Speciality Hospitals,"55/1B, Wahab Nagar, Marakkanam",Villupuram,Tamil Nadu,604001
1657,Sumathy Hospital,"39, Mampazhapattu Road",Villupuram,Tamil Nadu,605602
1658,Meenakshi Memorial Hospital,"164, Pacr Salai, Rajapalayam",Rajapalayam,Tamil Nadu,626117
1659,The Posh-Pondy Ortho Speciality Hospital,R.S. No.30/11. Ambal Nagar Main Road Kundu Palayam,Pondicherry,Tamil Nadu,605009
1660,"Vinayaka Mission's Kirupananda Variyar Medical
Col","Sankari Main Road, Seeragapad, Salem",Salem,Tamil Nadu,636308
1661,Iswarya Fertility Services Private Limited,"First Main Road,Kasthuribha Nagar, Opp. To Sangeetha Hotel",Chennai,Tamil Nadu,600020
1662,Pushpagiri Vitreo Retina Institute,"Plot No-241, Uma Plaza, Dorno.10-2-342",Secunderabad,Telangana,500026
1663,Medivision Eye & Health Care Centre Pvt. Limited,"10-3-3004/F/1To4,Indira Sadan, Near Nmdc, Humayun Nagar, Main Road,",Hyderabad,Telangana,500028
1664,Aravind Eye Hospital & Lasik Centre - Hyderabad,"# 12-2-824,Opp:St.Ann'S Womens College, Santhosh Nagar Colony, Medipattanam",Hyderabad,Telangana,500028
1665,Global Eye And Laser Hospital Pvt Ltd,"Plot No.197, Road No.1, Kphb Colony, Kukatpally,",Hyderabad,Telangana,500072
1666,Veena Medicare Trauma & Orthopaedic Surgical Hospi,Kakaji Colony Hanamkonda,Warangal,Telangana,506001
1667,Nephroplus Kidney Care Center,"1178 Mla Colony, Road No 12, Banjara Hills, Beside Rnr Auditorium",Hyderabad,Telangana,500034
1668,Prashanthi Hospital - Warangal,"#7-3-94, Brahmana Wada, Machili Bazar, Hanamkonda",Warangal,Telangana,506001
1669,Virinchi Hospital,"D.No.6-3-2,3,3/ 1, Banjara Hills",Hyderabad,Telangana,500034
1670,ILS Hospitals,"Agartala, Capital Complex, P.O. Kunjaben",Agartala,Tripura,799010
1671,Keshlata Hospital,Delapeer,Bareilly,Uttar Pradesh,243122
1672,Shekhar Hospital (P) Ltd.,"B - Block, Church Road, Indira Nagar",Lucknow,Uttar Pradesh,226016
1673,Prakash Hospital,"D-12, 12A, 12B-Sector 33",Noida,Uttar Pradesh,201301
1674,Bhola Hospital,"12/13, Lowther Road, Darbhanga Colony",Allahabad,Uttar Pradesh,211002
1675,Ganesh Hospital,"Ii - C / 3, Nehru Nagar",Ghaziabad,Uttar Pradesh,201001
1676,Jagat Hospital & Research centre,"Opp. Amrapalli Cinema, Garh Road",Meerut,Uttar Pradesh,250001
1677,"Metro Hospitals & Heart Institute, Noida","X - 1, Sector - 12, C-94 Sector No.11",Noida,Uttar Pradesh,201301
1678,Saran Hospital,"73-A, Malgodam Road, Near Railway Junction",Bareilly,Uttar Pradesh,243001
1679,Apex Welcare (Pvt) Ltd,Dlw Hydile Road,Varanasi,Uttar Pradesh,221004
1680,Gopi Krishna Nursing Home,General Ganj,Mathura,Uttar Pradesh,281001
1681,"Raj Nursing Home, Allahabad","23 A, Park Road",Allahabad,Uttar Pradesh,211002
1682,Pareek Hospital And Research Centre,"4/110, Bagh Farzana , Civil Lines",Agra,Uttar Pradesh,282002
1683,Lokpriya Hospital,"Samrat Palace, Garh Road",Meerut,Uttar Pradesh,250003
1684,Beena Prakash Hospital,Civil Lines,Bijnor,Uttar Pradesh,246701
1685,Bhardwaj Hospital,"Nh-1, Sector 29",Noida,Uttar Pradesh,201301
1686,KHAIRABAD EYE HOSPITAL AND MAHENDRA EYE INSTITUTE,"112/202 Swaroop Nagar, Kanpur Nagar",Kanpur,Uttar Pradesh,208002
1687,Mayo Medical Centre (P) td.,"Vikas Khand-Ii,Gomti Nagar Behind, Central School",Lucknow,Uttar Pradesh,226010
1688,Yashoda Hospital & Research Institute,"Iii - M, Nehru Nagar",Ghaziabad,Uttar Pradesh,201001
1689,Sumitra Hospital,"A-19 A, Sector-35,",Noida,Uttar Pradesh,201301
1690,"Fatima Hospital, Lucknow",35-C-Mahanagar,Lucknow,Uttar Pradesh,226006
1691,"TULSI HOSPITAL INDIA LIMITED
- KANPUR","14/116-A, Civil Lines, Lalimli,",Kanpur,Uttar Pradesh,208001
1692,Shivalik Medical Centre (P) Ltd.,"Main Road Hoshiyapur Sector 51, Noida U.P.",Noida,Uttar Pradesh,201301
1693,Nipun Hospital,"495, Tarin Bahadurganj,Machinery Market,Shahjahanpur, Machinery Market",Shahjahanpur,Uttar Pradesh,242001
1694,Ajanta Hospital & IVF Centre Pvt. Ltd.,"765, Alambagh, Near Krishna Cinema, Kanpur Road, Alambagh,",Lucknow,Uttar Pradesh,226005
1695,Tirupati Eye Centre,"C-53C, Sector -33,",Noida,Uttar Pradesh,201301
1696,Icare Eye Hospital & Post Graduate Intitute,"E-3A, Sectore-26,",Noida,Uttar Pradesh,201301
1697,KULWANTI HOSPITAL & RESEARCH CENTRE,"117/N/8, Saketpuri Kaka Deo, Kanpur - 208025",Kanpur,Uttar Pradesh,208025
1698,SHANTIDEEP HEART & LUNG INSTITUTE,"Near Kendriya Vidyalaya,Delhi Road, Delhi Road",Bulandshahr,Uttar Pradesh,203001
1699,Parvati Hospital Pvt. Ltd.,"126/50 A, Jawahar Lal Nehru Road, (Tagore Town)",Allahabad,Uttar Pradesh,211002
1700,Shri Siddhi Vinayak Hospital,"112, Civil Lines,Near Prabha Talkies, Near Prabha Talkies,",Bareilly,Uttar Pradesh,243001
1701,MEDICAL CARE CENTRE & HOSPITAL,"Laxmi Complex Kannur Road,Alambagh, Alambagh",Lucknow,Uttar Pradesh,226005
1702,ANAND EYE CENTRE - ALIGARH,"Opp. Vikram Colony Turn, Near Ganga Jawahar Colony, Rmghat Road,",Aligarh,Uttar Pradesh,202001
1703,SARTHAK NURSING HOME,"G - 23 Kamla Nagar Bye Pass Road, Near Water Works",Agra,Uttar Pradesh,282005
1704,NAVDEEP HSOPITAL & RESEARCH CENTRE,"65 Sanket College Shahgang, Shahganj, Agra",Agra,Uttar Pradesh,282010
1705,Ravi Hospital - Agra,1/55 Delhi Gate Mathura Road,Agra,Uttar Pradesh,282001
1706,PPM Medical Centre (P) Ltd.,"127/194, W-1 Saket Nagar Kanpur",Kanpur,Uttar Pradesh,208014
1707,Agra Heart Hospital,"5, Church Road, Civil Lines, Ramnagar Colony, Agra,",Agra,Uttar Pradesh,282001
1708,BHUPAL HOSPITAL & RESEARCH CENTRE,"Begum Bridge Road, Meerut,",Meerut,Uttar Pradesh,250001
1709,Yashlok Hospital & Nursing Home Pvt. Ltd.,"Eastern Kutchery Road, Shivaji Nagar",Meerut,Uttar Pradesh,250001
1710,ANGEL EYES LASIK CENTRE,"C - 35 Sarvodaya Nagar, Saryodaya Nager",Kanpur,Uttar Pradesh,208005
1711,OJHA HOSPITAL,"Anukool Chandra Banarjee Marg Near Parvati Hospita, Prayagraj",Allahabad,Uttar Pradesh,211002
1712,CITY HOSPITAL & TRAUMA CENTRE,"C - 1, Cinder Dump Complex, Opp. Krishna Cinema Hall Alambagh",Lucknow,Uttar Pradesh,226005
1713,SUN EYE HOSPITAL & LASER CENTRE,"57-B, Singar Nagar, Alambagh, Lucknow",Lucknow,Uttar Pradesh,226005
1714,SURBHI HOSPITAL-,"Morna,Sect-35,",Noida,Uttar Pradesh,201301
1715,DWIVEDI HOSPITAL,"117/H-2/168-A Pandu Nagar Kanpur 117/H-2/168-A Pandu Nagar, Kanpur",Kanpur,Uttar Pradesh,208005
1716,DEV NANDINI HOSPITAL,"Near Rialway Crossing , Garh Raod, Near Garh Chungi",Hapur,Uttar Pradesh,245101
1717,Shakuntala Hospital,"3-B, Taskant Marg, Civil Line, Infront Of St. Joseph College",Allahabad,Uttar Pradesh,211001
1718,Gangasheel Advanced Medical Research Institute,"C-17, Deen Dayal Puram, Bareilly,",Bareilly,Uttar Pradesh,243122
1719,Saraswati Heart Care Hospital,"No.5/1,Lowther Road,Darbhanga Colony,",Allahabad,Uttar Pradesh,211002
1720,Meenakshi Hospital - Ghaziabad,"B-13, Kaushambi, Near Dabur. Khishnapure-5, Corp. Office",Ghaziabad,Uttar Pradesh,201010
1721,Priti Nursing & Maternity Home,"39-C.Y. Chintamani Road, George Town,",Allahabad,Uttar Pradesh,211002
1722,Narayan Swaroop Hospital,"Transport Bhawan,Transport Nagar Allahabad,",Allahabad,Uttar Pradesh,211011
1723,Kanpur Urology Centre,"111/456, 80 Feet Road, Brahm Nagar.",Kanpur,Uttar Pradesh,208012
1724,"Rajchandra Hospital & Research Centre, Lucknow","#4&8 Damodar Nagar, V.I.P Road, Alambagh",Lucknow,Uttar Pradesh,226005
1725,New Leelamani Hospital - Kanpur,"14/116-C-1, Civil Lines",Kanpur,Uttar Pradesh,208001
1726,Rama Super Speciality Hospital,"A-1/8, Lakhanpur, Near Csjm University Kanpur",Kanpur,Uttar Pradesh,208024
1727,"Pannalal Shyamlal Hospital, Ghaziabad","Ii-F/172, Ambedkar Road,Near Kalka Garhi Chowk.",Ghaziabad,Uttar Pradesh,201001
1728,"Major Nursing Home, Bareilly","Macnair Road, Near Basant Cinema.",Bareilly,Uttar Pradesh,243005
1729,Shanti Eye Clinic,"Opp Sabzi Mandi,Delhi Road, Delhi Road",Saharanpur,Uttar Pradesh,247001
1730,Saket Maternity & Nursing Home Pvt Ltd.,"1203, B.H.S. ,Kidwai Nagar, Allahapur.",Allahabad,Uttar Pradesh,211006
1731,Shanti Madan Hospital,"244, North Civil Lines, Opp. Police Station,",Muzaffarnagar,Uttar Pradesh,251001
1732,Gupta Hospital & Maternity Centre,"Prem Vihar, Khora Colony, Sector-62, Gautam Buddha Nagar",Noida,Uttar Pradesh,201301
1733,Chandra Orthopedic Maternity Centre & Research Ins,"1/198,Civil Lines,Professor Colony,Agra, Bagh Farazana",Agra,Uttar Pradesh,282002
1734,"Jain Nursing Home, Barabanki","Munshiganj, Barabanki, Barabanki",Barabanki,Uttar Pradesh,225001
1735,Pooja Clinic Hospital,"36/1, Javahar Lal Neharu, Allahabad, Near Magh Mela Godown",Allahabad,Uttar Pradesh,211002
1736,SHRI GANGA CHARAN HOSPITAL,"A-2, Rampur Garden, Bareilly",Bareilly,Uttar Pradesh,243001
1737,Sanmukh Hospital,"Babatpur Bazar, Varanasi, Babatpur Varanasi",Varanasi,Uttar Pradesh,221007
1738,Globe Medicare,"A-3 , Nirala Nagar",Lucknow,Uttar Pradesh,226001
1739,Madhulok Hospital,"628 'K' Block, Kidwai Nagar",Kanpur,Uttar Pradesh,208011
1740,DAYANAND NURSING HOME',"47/L-4, Jawahar Quarters, Beguam Bridge",Meerut,Uttar Pradesh,250001
1741,Alok Health Care Home Pvt Ltd,"B1/121, A-P, Assi Ghat Road, Varanasi,",Varanasi,Uttar Pradesh,221005
1742,Dr. G.K.Shrivastav Hospital,"13-D, Rampur Garden",Bareilly,Uttar Pradesh,243001
1743,kamakhaya hospital pvt ltd,"439/26, Sarai Mali Khan Crossing, Hardoi Raod, Chowk, Chowk Near Cms",Lucknow,Uttar Pradesh,226003
1744,Akshi Eye Care Centre,"2/344-A,Azad Nagar, Kanpur",Kanpur,Uttar Pradesh,208002
1745,Agarwal Eye Care Hospital,"72-A, Professor'S Colony, Hari Parvat,",Agra,Uttar Pradesh,282002
1746,Chiranjeev Medical Centre Pvt Ltd,"Kanpur Road, Jhansi, Jhansi",Jhansi,Uttar Pradesh,284001
1747,Aryan Hospital - Gorakhpur,"Nahar Road, Daudpur",Gorakhpur,Uttar Pradesh,273001
1748,Trimurti Hospital - Varanasi,"S 2/344 Sikraul, Gilat Bazar, Near Tahsil,",Varanasi,Uttar Pradesh,221002
1749,"St. Joseph's Hospital, Ghaziabad","Mariam Nagar, Meerut Road, Ghaziabad",Ghaziabad,Uttar Pradesh,201003
1750,Ram Raghu Hospital,Church Road,Agra,Uttar Pradesh,282002
1751,S R MEDICAL INSTITUTE & RESEARCH CENTRE,"Lauties Complex, Namner Road",Agra,Uttar Pradesh,282001
1752,SONA MEDICAL CENTRE - LUCKNOW,"5/58, Vikas Nagar, Near Police Station",Lucknow,Uttar Pradesh,226022
1753,Vivekanand Polyclinic and Institute of Medical Sciences,Vivekananda Puram,Lucknow,Uttar Pradesh,226007
1754,PRAKASH NURSING HOME..,"Civil Lines, Azamfarh, Azamgarh",Azamgarh,Uttar Pradesh,276001
1755,"Pragya Multi speciality Hospital& Research Center PVT
LTD.","Airport Road,Wazidpur Harahua, In Frant Of Raj Mahindra",Varanasi,Uttar Pradesh,221005
1756,Netra Jyoti Kendra,"165 Neharu Nagar, Near Shree Talkies & Jai Hospita, Near Jai Hospital",Agra,Uttar Pradesh,282002
1757,SHYAMA INDIA HOSPITAL PVT LTD,"S-8/34, 2K, Airport Road, Shivpur, Near Sant Atulanand School, Gilat Bazar Bypass",Varanasi,Uttar Pradesh,221003
1758,Shanti Clinic & Hospital,"3/180, Virat Khand, Gomti Nagar",Lucknow,Uttar Pradesh,226010
1759,KMC Hospital & Research Centre,"187, Baghpat Road, Meerut",Meerut,Uttar Pradesh,250002
1760,Dwarka Hospital Allhabad,"5/4, K P Kakkar Road, Old - 4, Zero Road, Near Chandralok Cinema, Allahabad",Allahabad,Uttar Pradesh,211003
1761,Chhatrapati Shivaji Subharti Hospital,"Subharti Puram, N. H. 58, Delhi - Haridwar, By Pass Road",Meerut,Uttar Pradesh,250005
1762,Shivam Hospital & Heart Centre-Ghaziabad,"R-3/4, Raj Nagar, Ghaziabad, , Near Dps School Meerut Road",Ghaziabad,Uttar Pradesh,201002
1763,Star Hospital - Gorakhpur,"Bank Road,",Gorakhpur,Uttar Pradesh,273001
1764,Jhansi Orthopaedic Hospital,"Kaimasn Nagar, Kanpur Road, Sbi University Branch",Jhansi,Uttar Pradesh,284128
1765,Eshan Hospitals,"F-1 Rampur Garden Opp, Vikas Bhavan, Opp. Vikas Bhawan, Bareliy",Bareilly,Uttar Pradesh,243001
1766,"PRAKASH NETRALAYA & RETINA FOUNDATION -
ALIGARH","Hig 06, Avantika Phase Ii, Ramghat Road,",Aligarh,Uttar Pradesh,202001
1767,"Chandralok Hospital,Bareilly","Pilibhit Bypass Road, Bareilly",Bareilly,Uttar Pradesh,243006
1768,Shambhavi Hospital,"Park Road, Gorakhpur, Park Road Civil Lines",Gorakhpur,Uttar Pradesh,273001
1769,New Sewadham Hospital,"87/36 Acharya Nagar, Sangeet Cinema",Kanpur,Uttar Pradesh,208003
1770,Saral nursing home,Lal Bangla Opp. Chowki Chakeri,Kanpur,Uttar Pradesh,208007
1771,Ashutosh speciality hospital,"Opp. Sant Francis Convent School, Kanker Khera",Meerut,Uttar Pradesh,250001
1772,Anand Hospital-Allahabad,"11/17, Kasturba Gandhi Marg, (Muir Road Crossing), Muir Road Crossing",Allahabad,Uttar Pradesh,211002
1773,Deep Ganga Clinic - Urology Center,"8/8 Mayo Road, Opp Police Lines",Allahabad,Uttar Pradesh,211002
1774,Royal Cancer Institute and research centre,"113/103-A, Swaroop Nagar, Opp. Motizeel",Kanpur,Uttar Pradesh,208002
1775,OM Hospital & Research Center,"S.N. Road, Firozabad, Near Rly Station",Firozabad,Uttar Pradesh,283203
1776,MOHAN SWARUP HOSPITAL,"G.T. Road, Near Bada Peer, Dadri, Opp. Electric Station,",Gautam Budda Nagar,Uttar Pradesh,203207
1777,MANAV HOSPITAL & LASER EYE CENTRE,"B Block Market, Kavi Nagar, Ghaziabad",Ghaziabad,Uttar Pradesh,201002
1778,"Abhishek Hospital, Kanpur","C-12, New Azad Nagar, Kalyanpur,Kanpur, Kanpur",Kanpur,Uttar Pradesh,208013
1779,Yashwant Nursing Home,"A-45, (Near Dla Press), New Agra, Agra, Agra",Agra,Uttar Pradesh,282005
1780,Vedanta a hospital & Research centre,"9/55 Arya Nagar, Kanpur -208002",Kanpur,Uttar Pradesh,208002
1781,Mithraj Multisuperspeciality Hospital And Research,"Near Sports Stadium, Ramghat Road",Aligarh,Uttar Pradesh,202001
1782,Pankaj ENT Clinic Pvt. Ltd.,"56-C Singar Nagar, Alambagh",Lucknow,Uttar Pradesh,226005
1783,Shreya Multispeciality Hospital Pvt Ltd -Ghaziabad,"837 Shalimar Garden, Extn-1 Sahibabad, Near Shiv Chowk",Ghaziabad,Uttar Pradesh,201005
1784,Divyanshi Fracture & Maternity Hospital,Ram Nagar Road,Etawah,Uttar Pradesh,206001
1785,VEDANTA HOSPITAL,"Billariya Ganj Road Lachhirampur, Lachhirampur, Azamgarh,",Azamgarh,Uttar Pradesh,276001
1786,"Lifeline Hospital & Heart Centre
- Jhansi","Kanpur Road,",Jhansi,Uttar Pradesh,284128
1787,Sudarshan Multi-Speciality Hospital,"626A G T Road Ghaziabad, Bhatia More",Ghaziabad,Uttar Pradesh,201001
1788,Krishna Super Speciality Hospital,"363, Harrisganj, Near Tatmill Chauraha, Near Tatmil Chauraha",Kanpur,Uttar Pradesh,208004
1789,RAMA HOSPITAL AND RESEARCH CENTRE,"Ramdelhi, Nh-24, (38 Km. Milestone), Hapur Delhi Highway,",Ghaziabad,Uttar Pradesh,245304
1790,Sharda Hospital - Greater Noida,"Plot No. 32, And 34, Knowledge Park-Iii Greater",Greater Noida,Uttar Pradesh,201306
1791,Sharda Narayan Hospital,"Shadatpura Mau Nath Bhanjan Beside Hdfc Bank, Near Ghazipur Tiraha",Mau,Uttar Pradesh,275101
1792,Sapna Hospital - Allahabad,"46-B Punjabi Colony, Naini, Allahabad",Allahabad,Uttar Pradesh,211008
1793,Ajay Hospital - Meerut,"Bhopal Vihar, Near Radha Govind Engg. College;, Garh Road,Meerut",Meerut,Uttar Pradesh,250004
1794,Bharti Hospital -Mathura,"Sonkh Road, Krishna Nagar, Mathura, , Near Patiram Mandir Sonkh Road",Mathura,Uttar Pradesh,281005
1795,RUSA Medical Centre,"6 Km. Milestone, Agra Road, Aligarh",Aligarh,Uttar Pradesh,202001
1796,Mohak Hospital,"223/1, New Muirabad, Stanley Road,",Allahabad,Uttar Pradesh,211002
1797,Shakuntala Hospital - Modinagar,"Near Vijaya Bank, Bank Colony, G.T. Road, Modinagar",Ghaziabad,Uttar Pradesh,201201
1798,Scope Hospital - Lucknow,"Sec.-10A/9, Vrindavan Yojna, Near Lucknow Public, School, Shaheed Path, Telibagh, Lucknow",Lucknow,Uttar Pradesh,226024
1799,Anand Hospital -Azamgarh,Mukeriganj,Azamgarh,Uttar Pradesh,276001
1800,Leelawati General Hospital,"Nawabganj, , Naya Pul Bypass Road, By Pass Road",Bareilly,Uttar Pradesh,262406
1801,"Jeevan Hospital & Stone Centre
- Ghaziabad","G. T. Road, Modi Nagar",Ghaziabad,Uttar Pradesh,201204
1802,Eye Q Super Speciality Eye Hospital - Kanpur,"113/57 Next To Allahabad Bank, Swaroop Nagar Opposite Motijheel",Kanpur,Uttar Pradesh,208002
1803,Mahaveer Hospital & Trauma Centre,"76-E, Station Road, Panki, Power House",Kanpur,Uttar Pradesh,208020
1804,Rahi Medical Center,"79, , Near Mig Barra - 2, Barra-2 Kanpur",Kanpur,Uttar Pradesh,208027
1805,Shree Ram Nursing Home Pvt. Ltd.,"128/A817, K Kidwai Nagar",Kanpur,Uttar Pradesh,208011
1806,Vaishnavi Hospital - Kanpur,"A-2447, Awas Vikas, Hanspur Naubasta",Kanpur,Uttar Pradesh,208021
1807,Eye Q Super Speciality Eye Hospital - Aliganj,"B-60 Sector - B, Aliganj",Lucknow,Uttar Pradesh,226020
1808,Divyaman Hospital Pvt. Ltd.,"Opp. Veer Bahadur Singh Sports College, Raptinagar Phase 1, Gorakhpur.",Gorakhpur,Uttar Pradesh,273003
1809,Jawahar Eye & Ent Hospital And Laser Centre,"No. 194/15, Delhi Road, Opp. Roadways Bus Stand Workshop",Meerut,Uttar Pradesh,250001
1810,Green City Hospital - Noida,"Plot No Nh-17, Delta -1 Opp. Wipro India Ltd.",Greater Noida,Uttar Pradesh,201308
1811,Eye Q Super Speciality Eye Hospital - Saharanpur,"Hakikat Nagar Mod, Sadar Thana Road",Saharanpur,Uttar Pradesh,247001
1812,Kulwanti Hospital - Varanasi,"32/54, Bhogaweer, Bhu-Lanka",Varanasi,Uttar Pradesh,221002
1813,Rachit Hospital,"93, Nahar Road, Daudpur, Near Indira Nagar Tiraha, Daudpor",Gorakhpur,Uttar Pradesh,273001
1814,THE ORIENT HOSPITAL,"128,W-2 Barra By Pass Road, Damodar Nagar, Kanpur",Kanpur,Uttar Pradesh,208027
1815,Gahlaut Health Care (P) Ltd.,"C-13, New Azad Nagar, Kalyanpur, Kanpur, Behind Petrol Pump, Kalyanpur",Kanpur,Uttar Pradesh,208017
1816,Peoples Heritage Hospital Pvt. Ltd.,"7/52, A-1, Jawahar Nagar, Near Peoples Honda, Nh- 2, Agra",Agra,Uttar Pradesh,282002
1817,Charak Hospital & Research Centre,"Near Safed Masjid, Dubagga, Hardoi Road",Lucknow,Uttar Pradesh,226003
1818,Mohan Eye Institute - Bareilly,"179 Civil Lines Station Road, Opposite Pancham Hotel",Bareilly,Uttar Pradesh,243001
1819,MEGACITY HOSPITAL,"Near Paramount Delhi Road, Mavikalan",Saharanpur,Uttar Pradesh,247001
1820,Santosh Hospital - Meerut,"L-629/631, Hapur Road, Hapur Road, Meerut",Meerut,Uttar Pradesh,250004
